Date,CP,n_headlines,sentiment_mean,sentiment_std,positive_share,negative_share,neutral_share,pos_score_mean,neg_score_mean,sentiment_trend,sentiment_reversal,sentiment_change,return_1d,return_5d,volatility_5d,roll_max_5d,roll_min_5d,cp_lag1,cp_lag2,fwd_return,target
2021-01-27,3750.77,2,1.0,0.0,1.0,0.0,0.0,0.99996936,4.911034e-06,0.3999999999999999,0,0.6,-0.025677859113367063,-0.01267205593183307,0.014368943551922126,3855.36,3750.77,3849.62,3855.36,0.006156069287106325,1
2021-01-28,3787.38,4,0.75,0.5,0.75,0.0,0.25,0.74946934,0.0002367596,0.7166666666666667,0,-0.25,0.009760662477304782,-0.016737411892986387,0.013255907647934259,3855.36,3750.77,3750.77,3849.62,0.010278873522065357,1
2021-01-29,3714.24,7,-0.1428571428571428,1.0690449676496976,0.4285714285714285,0.5714285714285714,0.0,0.44833305,0.5513764,0.5357142857142857,1,-0.8928571428571428,-0.019311502938707092,-0.03603100903954515,0.014740673383584748,3855.36,3714.24,3787.38,3750.77,0.03121230722839674,1
2021-02-01,3773.86,4,-0.5,1.0,0.25,0.75,0.0,0.27860385,0.72139,0.0357142857142857,0,-0.3571428571428571,0.01605173602136656,-0.02113940073041165,0.01804173586709482,3849.62,3714.24,3714.24,3787.38,0.02593630924305601,1
2021-02-02,3826.31,8,-0.125,0.991031208965115,0.375,0.5,0.125,0.38493988,0.49647403,-0.2559523809523809,0,0.375,0.013898236818535858,-0.0060551431050337445,0.019829292417840767,3826.31,3714.24,3773.86,3714.24,0.015816805224877273,1
2021-02-03,3830.17,3,0.6666666666666666,0.5773502691896258,0.6666666666666666,0.0,0.3333333333333333,0.66666156,3.162455e-06,0.0138888888888888,1,0.7916666666666666,0.001008804827627774,0.021168986634744424,0.014390809791384598,3830.17,3714.24,3826.31,3773.86,0.02230188216188833,1
2021-02-04,3871.74,4,0.5,1.0,0.75,0.25,0.0,0.75004023,0.24995668,0.3472222222222221,0,-0.1666666666666666,0.01085330416143404,0.022273973036769368,0.014502672598843162,3871.74,3714.24,3830.17,3826.31,0.01019954852340299,1
2021-02-05,3886.83,6,-0.3333333333333333,0.816496580927726,0.1666666666666666,0.5,0.3333333333333333,0.16994457,0.49937335,0.2777777777777777,1,-0.8333333333333333,0.003897472454245321,0.046467110364435404,0.00646043217095912,3886.83,3773.86,3871.74,3830.17,0.005930282518144647,1
2021-02-08,3915.59,2,1.0,0.0,1.0,0.0,0.0,0.99998367,5.1881256e-07,0.3888888888888888,1,1.3333333333333333,0.007399345996609075,0.03755571218858145,0.00517848465283303,3915.59,3826.31,3886.83,3871.74,0.0002017575895330026,0
2021-02-09,3911.23,4,0.5,1.0,0.75,0.25,0.0,0.6435718,0.26211113,0.3888888888888888,0,-0.5,-0.0011134975827398197,0.022193706207808583,0.00481643520820153,3915.59,3830.17,3915.59,3886.83,0.006033907492016599,1
2021-02-10,3909.88,2,1.0,0.0,1.0,0.0,0.0,0.83584225,0.0017979825,0.8333333333333334,0,0.5,-0.0003451599624669788,0.02081108671416665,0.005085923978780632,3915.59,3871.74,3911.23,3915.59,0.00580836240498428,1
2021-02-11,3916.38,2,0.0,1.4142135623730951,0.5,0.5,0.0,0.34092063,0.6541908,0.4999999999999999,0,-1.0,0.0016624551137118804,0.011529699824885054,0.003450019862832349,3916.38,3886.83,3909.88,3911.23,0.0038173006705171098,0
2021-02-12,3934.83,4,0.25,0.957427107756338,0.5,0.25,0.25,0.54559344,0.23053035,0.4166666666666666,0,0.25,0.004710983101741784,0.012349395265550678,0.0035615624773588346,3934.83,3909.88,3916.38,3909.88,-0.005301372613302213,-1
2021-02-16,3932.59,5,0.6,0.8944271909999159,0.8,0.2,0.0,0.79996836,0.20002708,0.2833333333333332,0,0.35,-0.0005692749114954987,0.004341619015269638,0.002390790712371711,3934.83,3909.88,3934.83,3916.38,-0.0065809046963960505,-1
2021-02-17,3931.33,3,1.0,0.0,1.0,0.0,0.0,0.98451686,5.994267e-05,0.6166666666666666,0,0.4,-0.0003203995331321208,0.005139048330064844,0.002248440245788566,3934.83,3909.88,3932.59,3934.83,-0.013946933989260613,-1
2021-02-18,3913.97,5,0.2,0.8366600265340756,0.4,0.2,0.4,0.34382623,0.16412684,0.6,0,-0.8,-0.004415808390544673,0.0010460679100126047,0.0033412238243959204,3934.83,3913.97,3931.33,3932.59,-0.008329138956098214,-1
